,text,review_cleaned_lemmatized,rating
23945,I bought the 2-pack so my significant other and I can play our personal music in different parts of the house.. it was easy to set up and Alexa answers most of my questions intelligently! I am very pleased with my purchase and I know there will be applications to add to the basic system...,bought 2pack significant play personal music different part house easy set alexa answer question intelligently pleased purchase know application add basic system,5.0
19419,This is what I wanted. Easy to use. Can read outdoors or indoors. Easy to add books that I purchase. I would recommend to anyone looking for a similar devise.,want easy use read outdoors indoors easy add book purchase would recommend anyone look similar devise,5.0
4242,I bought this for my four year old nephew. He is enjoying it.,bought four year old nephew enjoy,5.0
17403,I researched other tablets before purchasing the Amazon Fire Kids Edition. This tablet is everything I thought it would be and more. Great price too. Lots of available features and apps. Very easy to use. My 2 year old grandson loves it!!! He' s having lots of fun and learning.,research tablet purchasing amazon fire kid edition tablet everything thought would great price lot available feature apps easy use 2 year old grandson love lot fun learn,5.0
13495,Simple tablet for beginners. Has everything you neef.,simple tablet beginner everything neef,5.0
26379,"Echo is easy to setup and use. Manage grocery lists, play favorite music, purchase items right off Amazon!",echo easy setup use manage grocery list play favorite music purchase item right amazon,5.0
6601,Great for a beginner. My son used it like a pro. .,great beginner son use like pro,5.0
5165,"I was looking for a good tablet, to use for movies, music. And to browse internet And when i saw that this tablet was on sale I had to buy it! and I'm glad I did. This is a great tablet and it""s light i carry in my purse. I Love it!",look good tablet use movie music browse internet saw tablet sale buy im glad great tablet light carry purse love,5.0
20761,"Out of the box there really is nothing to do but plug it in to the USB drive and you're ready to go. You get a pop up reminder asking if you want to use the drive as a back up. If you select yes or no that will be the last time you see it. If you say ""decide later"" it will come up each time you plug it in to the USB drive.",box really nothing plug usb drive youre ready go get pop reminder ask want use drive back select yes last time see say decide later come time plug usb drive,5.0
23524,Amazon Echo is fun and is easily connected. Ask Alexa anything. This also plays games and gives you a weather report. Many talents. Just enable the different apps.,amazon echo fun easily connect ask alexa anything also play game give weather report many talent enable different apps,5.0
1995,"I love it a lot and use it daily, bought books....",love lot use daily bought book,5.0
29247,"Music, full home automation control, an assistant, calling, shopping and lists, much much more...anywhere with wifi, home or away. Get one, you will not regret it.",music full home automation control assistant call shopping list much much moreanywhere wifi home away get one regret,5.0
9657,"Unbelievably good value when I bought one at a discounted sale price, but well worth the usual Best Buy price of USD$50. Simplicity itself, particularly if you have used Android previously. Although restricted to the Amazon environment and App store, I still found all the free apps I could ever need, and the tablet appears to be very reliable compared to my aging nexus.",unbelievably good value bought one discount sale price well worth usual best buy price usd50 simplicity particularly use android previously although restrict amazon environment app store still found free apps could ever need tablet appear reliable compare age nexus,5.0
